关卡牌局代码,地形编号,开始次数,净过关次数,在线胜率(%),模拟胜率(%),差值(sim-online),绝对差值,模拟胜利,模拟失败,模拟平均步数,耗时ms,地形总牌数
5-3-1-16-1743678366,100076,41,9,21.95,99.50,77.55,77.55,199,1,90.0,780,90
7-4-4-22-1008909083,100070,41,6,14.63,24.00,9.37,9.37,48,152,117.0,1313,117
6-9-1-23-883504785,400012,41,14,34.15,95.00,60.85,60.85,190,10,108.0,1258,108
3-4-1-25-1001889894,100086,41,8,19.51,94.00,74.49,74.49,188,12,117.0,2171,117
3-2-2-20-1146367750,500001,41,3,7.32,100.00,92.68,92.68,200,0,78.0,271,78
9-9-9-18-840172007,100061,41,2,4.88,12.50,7.62,7.62,25,175,102.0,717,102
3-3-5-25-1241202641,100052,41,0,0.00,6.00,6.00,6.00,12,188,120.0,749,120
4-4-4-24-116374775,100061,41,6,14.63,41.50,26.87,26.87,83,117,102.0,505,102
7-9-9-14-968051945,200015,41,5,12.20,7.50,-4.70,4.70,15,185,54.0,179,54
1-7-8-20-875046130,100060,41,12,29.27,90.00,60.73,60.73,180,20,84.0,532,84
9-7-4-15-1455720294,100055,41,14,34.15,91.00,56.85,56.85,182,18,84.0,694,84
9-4-7-20-1851013418,100087,41,8,19.51,52.00,32.49,32.49,104,96,102.0,1170,102
7-9-2-16-75918250,100093,41,11,26.83,77.00,50.17,50.17,154,46,96.0,13765,96
3-5-8-24-713542175,400013,41,20,48.78,97.50,48.72,48.72,195,5,108.0,5723,108
7-1-7-18-121232535,100058,41,6,14.63,94.00,79.37,79.37,188,12,84.0,965,84
7-2-4-22-746119697,400017,41,17,41.46,99.50,58.04,58.04,199,1,117.0,1041,117
6-8-2-19-611148871,100065,41,9,21.95,95.00,73.05,73.05,190,10,108.0,1345,108
1-3-2-12-1535111437,100023,41,34,82.93,100.00,17.07,17.07,200,0,54.0,342,54
3-2-2-18-979264904,100086,41,9,21.95,39.50,17.55,17.55,79,121,117.0,2204,117
4-3-2-12-790624918,200012,40,17,42.50,66.50,24.00,24.00,133,67,54.0,145,54
5-3-1-15-1866636430,100005,40,6,15.00,36.00,21.00,21.00,72,128,66.0,229,66
4-6-2-18-1742633517,100043,40,16,40.00,47.00,7.00,7.00,94,106,78.0,257,78
7-5-1-14-784987940,100066,40,5,12.50,81.00,68.50,68.50,162,38,93.0,2926,93
8-7-3-14-748758907,100096,40,15,37.50,86.00,48.50,48.50,172,28,96.0,1643,96
2-3-1-12-1486814933,100041,40,4,10.00,99.00,89.00,89.00,198,2,72.0,364,72
7-6-2-18-1438377727,100066,40,9,22.50,41.00,18.50,18.50,82,118,93.0,1972,93
3-9-5-20-1864416094,100092,40,14,35.00,71.00,36.00,36.00,142,58,75.0,167,75
7-3-7-12-264734437,200010,40,25,62.50,100.00,37.50,37.50,200,0,57.0,271,57
7-7-1-21-924563394,100055,40,7,17.50,96.00,78.50,78.50,192,8,84.0,573,84
8-5-2-14-404552131,100055,40,14,35.00,97.50,62.50,62.50,195,5,84.0,609,84
8-6-7-15-472893482,100046,40,12,30.00,59.50,29.50,29.50,119,81,57.0,105,57
6-6-4-21-986849664,100065,40,1,2.50,11.50,9.00,9.00,23,177,108.0,625,108
8-8-6-12-869216574,100075,40,12,30.00,99.00,69.00,69.00,198,2,84.0,4046,84
7-4-8-11-1063709929,100028,40,17,42.50,98.50,56.00,56.00,197,3,54.0,197,54
5-2-3-15-1209120436,100004,40,2,5.00,95.00,90.00,90.00,190,10,60.0,195,60
1-9-5-13-2054682777,100075,40,8,20.00,95.00,75.00,75.00,190,10,84.0,7033,84
7-2-1-17-2117758713,100081,40,13,32.50,84.00,51.50,51.50,168,32,72.0,780,72
7-4-5-9-98674724,100020,40,29,72.50,100.00,27.50,27.50,200,0,66.0,304,66
7-6-5-22-299437363,100063,40,3,7.50,75.00,67.50,67.50,150,50,99.0,736,99
8-6-4-14-305765992,200010,40,4,10.00,32.00,22.00,22.00,64,136,57.0,133,57
6-9-8-22-920032721,100052,40,10,25.00,79.00,54.00,54.00,158,42,120.0,608,120
6-2-2-17-1944454644,100071,40,6,15.00,44.50,29.50,29.50,89,111,72.0,442,72
7-5-6-12-2079953986,200012,40,4,10.00,100.00,90.00,90.00,200,0,54.0,155,54
7-4-2-17-1572764613,100065,40,10,25.00,98.50,73.50,73.50,197,3,108.0,1684,108
7-9-4-19-419087167,100034,40,29,72.50,95.00,22.50,22.50,190,10,72.0,161,72
5-1-2-23-888208792,100063,40,10,25.00,88.50,63.50,63.50,177,23,99.0,1036,99
5-2-4-21-1100357153,100070,40,13,32.50,52.00,19.50,19.50,104,96,117.0,2661,117
6-3-1-22-831471909,100084,40,0,0.00,14.00,14.00,14.00,28,172,102.0,3056,102
8-9-1-22-1617797329,100095,40,14,35.00,68.00,33.00,33.00,136,64,90.0,597,90
5-4-3-14-293252769,100087,39,15,38.46,99.50,61.04,61.04,199,1,102.0,2014,102
7-4-7-17-1217331915,100083,39,17,43.59,44.50,0.91,0.91,89,111,90.0,465,90
9-6-6-5-1112245354,100009,39,24,61.54,100.00,38.46,38.46,200,0,42.0,146,42
7-4-2-12-299618590,200015,39,20,51.28,99.50,48.22,48.22,199,1,54.0,303,54
3-8-3-25-1579191125,400017,39,0,0.00,2.50,2.50,2.50,5,195,117.0,341,117
9-9-4-15-492051665,200007,39,4,10.26,90.50,80.24,80.24,181,19,57.0,174,57
8-2-6-12-120075173,100081,39,26,66.67,80.00,13.33,13.33,160,40,72.0,1177,72
7-3-3-9-1715750301,100056,39,38,97.44,100.00,2.56,2.56,200,0,54.0,494,54
9-4-9-22-1938044224,100089,39,18,46.15,74.50,28.35,28.35,149,51,114.0,1203,114
7-6-4-20-1956448995,100064,39,7,17.95,81.50,63.55,63.55,163,37,126.0,2165,126
8-7-5-23-2066099352,400015,39,11,28.21,33.00,4.79,4.79,66,134,90.0,547,90
3-4-2-16-1331274049,100051,39,8,20.51,81.50,60.99,60.99,163,37,105.0,1816,105
3-9-3-8-1990260415,200015,39,18,46.15,100.00,53.85,53.85,200,0,54.0,403,54
7-6-2-23-1165608010,100086,39,14,35.90,73.50,37.60,37.60,147,53,117.0,2269,117
9-7-3-15-1746867802,100057,39,10,25.64,91.50,65.86,65.86,183,17,72.0,601,72
1-6-5-17-1978254063,100088,39,16,41.03,37.50,-3.53,3.53,75,125,72.0,1926,72
3-3-9-12-62011593,100038,39,18,46.15,95.00,48.85,48.85,190,10,54.0,127,54
5-1-2-16-907418908,100043,39,16,41.03,97.00,55.97,55.97,194,6,78.0,723,78
3-5-9-8-761190358,100008,39,18,46.15,100.00,53.85,53.85,200,0,42.0,129,42
6-6-3-13-2134383045,100041,39,8,20.51,95.50,74.99,74.99,191,9,72.0,356,72
5-2-8-6-1198933067,100040,39,18,46.15,100.00,53.85,53.85,200,0,48.0,468,48
2-5-7-12-252446328,100026,39,3,7.69,100.00,92.31,92.31,200,0,54.0,200,54
8-8-2-14-310984508,100047,39,21,53.85,98.50,44.65,44.65,197,3,72.0,1701,72
3-6-8-11-1322950358,100010,39,16,41.03,97.50,56.47,56.47,195,5,54.0,181,54
5-9-9-12-1343936231,200004,38,7,18.42,99.50,81.08,81.08,199,1,48.0,145,48
4-4-3-19-1972078538,100052,38,4,10.53,69.50,58.97,58.97,139,61,120.0,891,120
2-8-4-8-580850989,100037,38,19,50.00,100.00,50.00,50.00,200,0,66.0,550,66
6-6-2-17-223949725,100030,38,4,10.53,2.50,-8.03,8.03,5,195,66.0,158,66
9-4-1-16-1291129229,100093,38,5,13.16,64.50,51.34,51.34,129,71,96.0,19770,96
3-7-5-17-2028050920,100097,38,14,36.84,98.00,61.16,61.16,196,4,84.0,369,84
8-8-1-21-1324745189,100083,38,23,60.53,79.00,18.47,18.47,158,42,90.0,548,90
1-6-4-20-1191575790,100087,38,7,18.42,94.00,75.58,75.58,188,12,102.0,1781,102
7-5-3-21-1914250652,100070,38,5,13.16,34.50,21.34,21.34,69,131,117.0,2530,117
8-9-1-22-724902469,100095,38,10,26.32,84.00,57.68,57.68,168,32,90.0,584,90
3-5-4-15-954366432,100021,38,2,5.26,99.00,93.74,93.74,198,2,72.0,340,72
5-8-5-12-1161587161,100030,38,18,47.37,93.50,46.13,46.13,187,13,66.0,224,66
5-4-9-18-157693193,400011,38,6,15.79,53.50,37.71,37.71,107,93,90.0,705,90
7-4-4-15-479703653,100065,38,11,28.95,99.50,70.55,70.55,199,1,108.0,1532,108
8-9-8-15-839491737,100031,38,5,13.16,52.50,39.34,39.34,105,95,60.0,133,60
9-8-6-17-913120523,400011,38,7,18.42,96.00,77.58,77.58,192,8,90.0,420,90
4-2-2-22-632030400,100064,38,4,10.53,22.00,11.47,11.47,44,156,126.0,2773,126
3-7-9-19-85486794,200024,38,7,18.42,27.00,8.58,8.58,54,146,72.0,143,72
8-4-5-21-1670714105,100052,38,3,7.89,93.50,85.61,85.61,187,13,120.0,594,120
7-5-5-21-1055342347,100076,38,4,10.53,20.50,9.97,9.97,41,159,90.0,300,90
8-5-1-20-1577001042,100063,38,16,42.11,90.00,47.89,47.89,180,20,99.0,1279,99
1-1-1-12-179053345,100058,38,2,5.26,69.50,64.24,64.24,139,61,84.0,970,84
9-5-8-18-1710555345,100071,38,11,28.95,64.50,35.55,35.55,129,71,72.0,383,72
1-6-8-14-1573841167,200007,38,4,10.53,93.00,82.47,82.47,186,14,57.0,231,57
7-8-2-13-1344040327,100048,38,24,63.16,92.00,28.84,28.84,184,16,66.0,563,66
1-5-7-16-847692244,100079,38,26,68.42,97.50,29.08,29.08,195,5,75.0,868,75
6-6-3-24-720921534,100052,38,6,15.79,92.50,76.71,76.71,185,15,120.0,547,120
7-2-4-17-1484195914,100090,38,8,21.05,63.00,41.95,41.95,126,74,81.0,829,81
6-3-1-16-1755971924,200024,38,10,26.32,32.50,6.18,6.18,65,135,72.0,159,72
6-3-2-20-1941244455,100064,38,6,15.79,91.00,75.21,75.21,182,18,126.0,2337,126
4-7-2-20-158617054,400012,38,1,2.63,87.50,84.87,84.87,175,25,108.0,1221,108
5-4-5-21-234667303,400012,38,3,7.89,18.50,10.61,10.61,37,163,108.0,779,108
2-2-2-12-883662776,200004,38,4,10.53,59.50,48.97,48.97,119,81,48.0,100,48
1-2-7-12-1889600474,200015,38,11,28.95,99.50,70.55,70.55,199,1,54.0,332,54
7-2-4-22-404954671,400017,38,12,31.58,71.50,39.92,39.92,143,57,117.0,1142,117
7-6-9-15-1901427908,100013,37,27,72.97,95.50,22.53,22.53,191,9,72.0,301,72
8-7-3-14-864570833,100096,37,3,8.11,95.50,87.39,87.39,191,9,96.0,1856,96
4-1-1-20-1000187356,100093,37,13,35.14,86.00,50.86,50.86,172,28,96.0,21694,96
7-6-2-14-2114824289,100066,37,17,45.95,95.50,49.55,49.55,191,9,93.0,2746,93
6-1-4-23-1393866471,100051,37,4,10.81,60.50,49.69,49.69,121,79,105.0,1048,105
7-7-2-17-626789297,100090,37,4,10.81,13.50,2.69,2.69,27,173,81.0,578,81
6-9-3-15-551966248,100013,37,8,21.62,100.00,78.38,78.38,200,0,72.0,283,72
3-1-8-11-1314119981,200003,37,4,10.81,95.00,84.19,84.19,190,10,42.0,91,42
7-2-4-22-1091080930,400017,37,9,24.32,97.50,73.18,73.18,195,5,117.0,1154,117
5-7-7-11-184404038,200053,37,15,40.54,99.50,58.96,58.96,199,1,72.0,468,72
7-6-9-10-960595097,100088,37,18,48.65,98.00,49.35,49.35,196,4,72.0,1431,72
9-4-6-24-1754075368,100061,37,5,13.51,40.50,26.99,26.99,81,119,102.0,819,102
8-6-4-14-1866807496,200010,37,16,43.24,77.50,34.26,34.26,155,45,57.0,148,57
5-5-4-14-2123627567,200015,37,10,27.03,87.00,59.97,59.97,174,26,54.0,166,54
7-3-1-18-1807924903,100007,37,32,86.49,97.00,10.51,10.51,194,6,69.0,247,69
1-7-2-19-1260905438,100078,37,8,21.62,79.00,57.38,57.38,158,42,81.0,962,81
2-3-2-12-2003794828,200004,37,11,29.73,99.00,69.27,69.27,198,2,48.0,117,48
9-7-8-17-700656341,100051,37,1,2.70,17.50,14.80,14.80,35,165,105.0,901,105
3-7-2-21-1016133840,400013,37,5,13.51,17.50,3.99,3.99,35,165,108.0,3977,108
9-7-1-20-108319232,100036,37,12,32.43,96.50,64.07,64.07,193,7,90.0,672,90
5-1-9-20-755779060,100097,37,6,16.22,92.00,75.78,75.78,184,16,84.0,435,84
3-1-3-19-251355652,100021,37,10,27.03,100.00,72.97,72.97,200,0,72.0,328,72
8-5-6-14-1544052034,400014,37,17,45.95,100.00,54.05,54.05,200,0,108.0,3621,108
2-8-5-14-1010038930,100016,37,16,43.24,99.50,56.26,56.26,199,1,66.0,275,66
1-9-3-13-1814968741,100037,37,24,64.86,97.50,32.64,32.64,195,5,66.0,540,66
2-9-7-21-621258912,100036,37,16,43.24,60.00,16.76,16.76,120,80,90.0,877,90
5-7-3-9-2010000762,200007,37,19,51.35,99.50,48.15,48.15,199,1,57.0,282,57
8-4-9-23-861015432,100089,37,8,21.62,61.00,39.38,39.38,122,78,114.0,1909,114
7-4-4-14-317513225,400013,37,8,21.62,28.00,6.38,6.38,56,144,108.0,5794,108
8-6-6-12-865156249,100083,37,18,48.65,95.00,46.35,46.35,190,10,90.0,905,90
7-5-5-19-1473739626,100064,37,3,8.11,49.50,41.39,41.39,99,101,126.0,2301,126
6-2-3-17-1364202125,100066,37,2,5.41,31.50,26.09,26.09,63,137,93.0,2388,93
8-7-2-21-110772490,100061,37,3,8.11,84.00,75.89,75.89,168,32,102.0,1130,102
6-3-7-10-780194046,100010,37,4,10.81,100.00,89.19,89.19,200,0,54.0,252,54
7-3-6-14-243347233,100094,37,9,24.32,19.00,-5.32,5.32,38,162,99.0,602,99
7-4-5-11-2138676846,100047,37,10,27.03,59.50,32.47,32.47,119,81,72.0,963,72
7-8-4-13-1350486190,100085,37,15,40.54,100.00,59.46,59.46,200,0,84.0,562,84
9-5-8-11-300648484,200007,37,16,43.24,96.50,53.26,53.26,193,7,57.0,197,57
1-6-4-16-486393124,100059,37,7,18.92,34.50,15.58,15.58,69,131,81.0,665,81
3-8-6-12-1165098201,100010,37,17,45.95,100.00,54.05,54.05,200,0,54.0,192,54
5-9-2-10-1846609357,100002,36,18,50.00,100.00,50.00,50.00,200,0,39.0,70,39
9-4-3-19-1129445632,100058,36,8,22.22,26.50,4.28,4.28,53,147,84.0,828,84
5-9-5-12-233642972,100020,36,8,22.22,95.50,73.28,73.28,191,9,66.0,208,66
9-6-4-23-1141131179,100064,36,5,13.89,31.00,17.11,17.11,62,138,126.0,1625,126
9-4-9-9-1145315869,200003,36,19,52.78,100.00,47.22,47.22,200,0,42.0,92,42
3-2-8-11-1845173820,200004,36,8,22.22,100.00,77.78,77.78,200,0,48.0,164,48
8-4-6-14-124351807,200053,36,5,13.89,21.50,7.61,7.61,43,157,72.0,331,72
3-9-7-9-1007326848,100035,36,12,33.33,95.00,61.67,61.67,190,10,54.0,202,54
9-3-7-16-1802987658,100057,36,6,16.67,12.50,-4.17,4.17,25,175,72.0,491,72
3-2-2-20-170187332,500001,36,5,13.89,99.00,85.11,85.11,198,2,78.0,309,78
4-7-7-20-151472887,100094,36,6,16.67,59.50,42.83,42.83,119,81,99.0,652,99
2-5-7-12-776040775,100026,36,6,16.67,100.00,83.33,83.33,200,0,54.0,181,54
6-1-3-24-1826962225,100051,36,1,2.78,85.50,82.72,82.72,171,29,105.0,1093,105
1-1-2-25-716225519,100094,36,20,55.56,99.50,43.94,43.94,199,1,99.0,703,99
2-3-1-12-842380112,100041,36,6,16.67,99.50,82.83,82.83,199,1,72.0,377,72
9-9-1-14-79453323,200015,36,2,5.56,94.00,88.44,88.44,188,12,54.0,209,54
6-4-2-19-903166238,100083,36,15,41.67,93.50,51.83,51.83,187,13,90.0,916,90
3-8-6-14-970008977,400015,36,13,36.11,100.00,63.89,63.89,200,0,90.0,902,90
7-4-7-12-1281550581,100034,36,25,69.44,100.00,30.56,30.56,200,0,72.0,317,72
8-6-1-17-812988118,100087,36,16,44.44,95.00,50.56,50.56,190,10,102.0,1322,102
2-1-4-11-609383589,100037,36,26,72.22,98.00,25.78,25.78,196,4,66.0,451,66
1-5-8-17-17221174,400015,36,20,55.56,64.00,8.44,8.44,128,72,90.0,1099,90
7-3-3-14-1663789729,100093,36,2,5.56,61.00,55.44,55.44,122,78,96.0,19184,96
5-8-6-14-2054223066,100071,36,15,41.67,97.50,55.83,55.83,195,5,72.0,369,72
7-4-6-14-1663096340,100096,36,6,16.67,92.50,75.83,75.83,185,15,96.0,1450,96
4-4-1-24-429689364,100061,36,4,11.11,87.50,76.39,76.39,175,25,102.0,926,102
7-2-1-15-521750425,100090,36,14,38.89,90.00,51.11,51.11,180,20,81.0,953,81
1-8-4-17-1429981938,100075,36,16,44.44,86.00,41.56,41.56,172,28,84.0,3475,84
3-3-9-12-1794793171,100038,36,28,77.78,99.50,21.72,21.72,199,1,54.0,155,54
2-7-5-23-1934633852,400017,35,3,8.57,86.00,77.43,77.43,172,28,117.0,1078,117
5-1-6-13-1682700404,100080,35,23,65.71,99.50,33.79,33.79,199,1,69.0,847,69
3-3-5-13-766439031,100020,35,16,45.71,58.00,12.29,12.29,116,84,66.0,191,66
3-6-5-16-1477569200,100004,35,12,34.29,75.00,40.71,40.71,150,50,60.0,130,60
9-8-3-15-1940095688,100067,35,8,22.86,93.50,70.64,70.64,187,13,90.0,1834,90
8-4-4-18-829877747,400017,35,15,42.86,79.00,36.14,36.14,158,42,117.0,760,117
1-4-5-19-1309573802,100058,35,11,31.43,99.00,67.57,67.57,198,2,84.0,1765,84
7-5-4-14-1651955829,100087,35,8,22.86,88.00,65.14,65.14,176,24,102.0,1724,102
1-5-4-24-99032498,100096,35,9,25.71,92.50,66.79,66.79,185,15,96.0,2524,96
6-2-2-17-1192023236,100071,35,16,45.71,55.00,9.29,9.29,110,90,72.0,407,72
7-5-6-16-317243987,100004,35,5,14.29,98.00,83.71,83.71,196,4,60.0,159,60
7-6-2-17-822058577,100051,35,1,2.86,97.00,94.14,94.14,194,6,105.0,1388,105
5-5-1-13-410382060,100016,35,29,82.86,100.00,17.14,17.14,200,0,66.0,432,66
9-9-8-7-1112473577,200003,35,22,62.86,100.00,37.14,37.14,200,0,42.0,123,42
3-3-1-21-1239076765,100095,35,15,42.86,81.00,38.14,38.14,162,38,90.0,485,90
2-4-2-9-1894761848,200015,35,6,17.14,99.50,82.36,82.36,199,1,54.0,413,54
9-8-6-17-1133946181,400011,35,25,71.43,94.50,23.07,23.07,189,11,90.0,517,90
4-4-8-22-859912609,100070,35,7,20.00,31.50,11.50,11.50,63,137,117.0,1260,117
7-9-8-17-207637232,100007,35,11,31.43,73.00,41.57,41.57,146,54,69.0,239,69
7-2-1-15-326601220,100090,35,9,25.71,73.00,47.29,47.29,146,54,81.0,1282,81
2-7-9-19-511668835,100050,35,11,31.43,89.00,57.57,57.57,178,22,78.0,828,78
7-5-5-13-232187360,100063,35,5,14.29,95.50,81.21,81.21,191,9,99.0,1335,99
2-1-7-16-407412054,100020,35,18,51.43,95.50,44.07,44.07,191,9,66.0,288,66
9-9-4-12-2038298874,200004,35,12,34.29,100.00,65.71,65.71,200,0,48.0,124,48
5-8-4-18-222453048,100076,35,7,20.00,45.00,25.00,25.00,90,110,90.0,398,90
1-4-2-24-728577385,100067,35,8,22.86,88.00,65.14,65.14,176,24,90.0,1944,90
2-3-6-10-1382696563,100074,35,22,62.86,99.50,36.64,36.64,199,1,54.0,187,54
6-5-4-13-143913882,100072,35,12,34.29,62.50,28.21,28.21,125,75,63.0,289,63
6-7-2-13-204986873,100090,35,8,22.86,68.50,45.64,45.64,137,63,81.0,814,81
6-3-5-10-24650027,100057,34,18,52.94,99.50,46.56,46.56,199,1,72.0,676,72
2-7-3-18-2070020123,100041,34,12,35.29,68.50,33.21,33.21,137,63,72.0,236,72
1-1-1-12-855767370,100058,34,1,2.94,100.00,97.06,97.06,200,0,84.0,989,84
1-6-3-25-2102689413,100096,34,0,0.00,11.00,11.00,11.00,22,178,96.0,1021,96
9-8-6-17-649914237,400011,34,9,26.47,94.50,68.03,68.03,189,11,90.0,501,90
4-6-3-19-1254176995,100089,34,2,5.88,88.00,82.12,82.12,176,24,114.0,1148,114
6-7-7-18-738606209,400013,34,8,23.53,44.00,20.47,20.47,88,112,108.0,3498,108
8-3-2-13-1163893428,100007,34,8,23.53,31.00,7.47,7.47,62,138,69.0,278,69
5-3-1-16-1009368223,100076,34,10,29.41,99.50,70.09,70.09,199,1,90.0,690,90
2-8-3-10-1102713742,100010,34,9,26.47,100.00,73.53,73.53,200,0,54.0,218,54
8-8-6-13-224093094,100030,34,7,20.59,32.50,11.91,11.91,65,135,66.0,172,66
9-8-7-20-116114749,100089,34,11,32.35,93.50,61.15,61.15,187,13,114.0,1114,114
8-6-8-16-691516637,100096,34,4,11.76,41.50,29.74,29.74,83,117,96.0,1321,96
8-9-8-15-1203394551,100063,34,3,8.82,94.00,85.18,85.18,188,12,99.0,1116,99
8-1-8-16-394112336,100060,34,10,29.41,62.00,32.59,32.59,124,76,84.0,760,84
9-1-7-12-851593981,100072,34,19,55.88,100.00,44.12,44.12,200,0,63.0,613,63
5-3-1-15-1377228655,100005,34,9,26.47,30.00,3.53,3.53,60,140,66.0,231,66
1-7-4-19-389242898,100051,34,5,14.71,69.50,54.79,54.79,139,61,105.0,1720,105
7-6-9-13-1695208595,100067,34,4,11.76,24.00,12.24,12.24,48,152,90.0,1809,90
5-6-3-14-1434780852,100034,34,14,41.18,39.00,-2.18,2.18,78,122,72.0,226,72
7-1-3-16-1346641206,200024,34,14,41.18,95.50,54.32,54.32,191,9,72.0,228,72
5-4-9-10-104921834,100072,34,15,44.12,100.00,55.88,55.88,200,0,63.0,467,63
3-4-8-22-1388751293,100097,34,11,32.35,100.00,67.65,67.65,200,0,84.0,349,84
2-5-7-13-1851722368,100037,34,12,35.29,81.50,46.21,46.21,163,37,66.0,236,66
4-3-2-15-621315393,400015,34,17,50.00,79.50,29.50,29.50,159,41,90.0,726,90
7-8-1-19-1445390367,100084,34,3,8.82,20.00,11.18,11.18,40,160,102.0,3374,102
8-7-2-20-1253089590,100050,34,6,17.65,54.50,36.85,36.85,109,91,78.0,776,78
1-1-1-19-1542236411,100070,34,6,17.65,58.00,40.35,40.35,116,84,117.0,1508,117
9-4-9-13-2029051964,100034,34,10,29.41,82.00,52.59,52.59,164,36,72.0,417,72
8-3-7-14-1410686904,100067,34,3,8.82,25.50,16.68,16.68,51,149,90.0,1699,90
9-3-1-7-1221672971,200012,34,21,61.76,100.00,38.24,38.24,200,0,54.0,1455,54
4-7-2-20-1292375942,400012,34,11,32.35,100.00,67.65,67.65,200,0,108.0,1754,108
7-6-9-19-275710547,100061,34,4,11.76,91.50,79.74,79.74,183,17,102.0,1663,102
9-6-5-11-563373739,100058,33,2,6.06,82.50,76.44,76.44,165,35,84.0,2671,84
1-8-8-24-370257244,100083,33,9,27.27,91.00,63.73,63.73,182,18,90.0,846,90
5-2-3-20-1618965219,400015,33,9,27.27,96.00,68.73,68.73,192,8,90.0,582,90
1-7-2-23-1046974437,100083,33,15,45.45,79.00,33.55,33.55,158,42,90.0,972,90
4-1-1-15-1646441945,100094,33,23,69.70,100.00,30.30,30.30,200,0,99.0,990,99
6-4-5-17-497182006,100058,33,0,0.00,97.50,97.50,97.50,195,5,84.0,666,84
9-6-5-13-208907979,100023,33,16,48.48,99.50,51.02,51.02,199,1,54.0,156,54
2-9-8-17-1040266033,100020,33,4,12.12,67.50,55.38,55.38,135,65,66.0,180,66
3-1-2-14-1454570218,100026,33,6,18.18,100.00,81.82,81.82,200,0,54.0,149,54
6-4-1-14-1716564079,100033,33,21,63.64,99.50,35.86,35.86,199,1,60.0,330,60
7-8-8-16-2092787645,100078,33,18,54.55,97.00,42.45,42.45,194,6,81.0,1191,81
5-4-2-21-1002922497,100086,33,12,36.36,52.00,15.64,15.64,104,96,117.0,3850,117
8-9-6-12-1415618242,100034,33,8,24.24,97.50,73.26,73.26,195,5,72.0,261,72
5-6-9-20-1874063832,100092,33,19,57.58,66.00,8.42,8.42,132,68,75.0,161,75
8-9-4-10-2090048612,200004,33,15,45.45,99.50,54.05,54.05,199,1,48.0,218,48
5-9-6-16-1638211042,100031,33,10,30.30,99.00,68.70,68.70,198,2,60.0,153,60
7-3-3-15-1590397164,100079,33,25,75.76,97.50,21.74,21.74,195,5,75.0,532,75
1-2-8-17-346134271,100016,33,16,48.48,100.00,51.52,51.52,200,0,66.0,638,66
8-7-9-20-863755005,400017,33,4,12.12,83.50,71.38,71.38,167,33,117.0,888,117
7-6-5-20-237427231,100070,33,2,6.06,92.00,85.94,85.94,184,16,117.0,1205,117
8-8-4-13-1690045375,100026,33,9,27.27,100.00,72.73,72.73,200,0,54.0,125,54
8-5-7-12-1112632697,200004,33,5,15.15,96.50,81.35,81.35,193,7,48.0,118,48
5-5-1-14-170471254,100058,33,8,24.24,36.50,12.26,12.26,73,127,84.0,1273,84
9-5-7-15-792181840,100016,33,27,81.82,97.50,15.68,15.68,195,5,66.0,238,66
9-4-8-24-963698296,400017,33,3,9.09,3.50,-5.59,5.59,7,193,117.0,406,117
9-9-4-17-1916176673,100061,33,1,3.03,88.00,84.97,84.97,176,24,102.0,969,102
6-7-4-19-631341432,100052,33,6,18.18,100.00,81.82,81.82,200,0,120.0,956,120
6-2-1-16-1908931753,100007,33,9,27.27,100.00,72.73,72.73,200,0,69.0,321,69
9-1-3-15-1268277649,100041,33,13,39.39,90.50,51.11,51.11,181,19,72.0,537,72
2-9-9-14-2092347442,100028,33,9,27.27,99.50,72.23,72.23,199,1,54.0,226,54
3-4-2-10-1273698812,100059,33,12,36.36,92.50,56.14,56.14,185,15,81.0,968,81
4-7-2-19-2134081383,100060,33,3,9.09,59.50,50.41,50.41,119,81,84.0,493,84
9-2-9-23-1108310874,100095,33,9,27.27,86.00,58.73,58.73,172,28,90.0,508,90
1-8-4-19-658290476,100081,33,21,63.64,78.50,14.86,14.86,157,43,72.0,815,72
7-4-4-14-442573708,100066,33,10,30.30,80.50,50.20,50.20,161,39,93.0,3055,93
1-7-5-14-981923674,100088,33,10,30.30,76.00,45.70,45.70,152,48,72.0,1469,72
8-6-7-15-2122610212,100046,33,19,57.58,93.00,35.42,35.42,186,14,57.0,112,57
8-4-3-18-6121966,400014,33,7,21.21,81.50,60.29,60.29,163,37,108.0,2348,108
3-4-1-16-223612184,100094,33,9,27.27,82.50,55.23,55.23,165,35,99.0,1198,99
6-1-7-21-2128149978,400014,33,1,3.03,31.50,28.47,28.47,63,137,108.0,3693,108
9-6-5-11-65614671,100058,33,0,0.00,97.00,97.00,97.00,194,6,84.0,1350,84
8-8-4-13-23944751,100047,32,3,9.38,89.50,80.12,80.12,179,21,72.0,1066,72
1-3-2-15-136113483,100059,32,23,71.88,86.50,14.62,14.62,173,27,81.0,834,81
2-9-5-8-544581660,100010,32,13,40.63,100.00,59.37,59.37,200,0,54.0,273,54
9-2-6-24-1835489411,100070,32,5,15.63,88.50,72.87,72.87,177,23,117.0,2541,117
6-3-3-14-1139294860,100021,32,6,18.75,100.00,81.25,81.25,200,0,72.0,360,72
6-9-4-18-676971509,100051,32,11,34.38,38.00,3.62,3.62,76,124,105.0,1725,105
8-7-5-16-398529525,100080,32,12,37.50,34.50,-3.00,3.00,69,131,69.0,280,69
9-6-6-11-730503420,100046,32,19,59.38,97.50,38.12,38.12,195,5,57.0,258,57
9-8-4-10-1237108814,100040,32,9,28.13,84.50,56.37,56.37,169,31,48.0,304,48
6-8-3-25-1567105120,100089,32,2,6.25,74.50,68.25,68.25,149,51,114.0,909,114
